category,sample_id,visible_token_ratio,visible_char_ratio,gold_char_recall,fully_visible_span_rate,partially_visible_span_rate,fully_truncated_span_rate,n_valid_spans,max_offset_end
B,case_a0650a029026cbdb,1.0,1.0,1.0,1.0,0.0,0.0,1,397
B,case_73afcd8dd7413b47,1.0,1.0,1.0,1.0,0.0,0.0,1,149
B,case_5c6a159f5689ed36,1.0,1.0,1.0,1.0,0.0,0.0,1,125
B,case_9d3b3ca617fa3e80,1.0,1.0,1.0,1.0,0.0,0.0,1,365
B,case_062b5b6298436b5f,1.0,1.0,1.0,1.0,0.0,0.0,1,374
B,case_c81dbe3d949c7c26,1.0,1.0,1.0,1.0,0.0,0.0,1,680
B,case_36377d9fa2c8f688,1.0,1.0,1.0,1.0,0.0,0.0,1,271
B,case_7ef478934e9b738f,1.0,1.0,1.0,1.0,0.0,0.0,1,198
B,case_3fa3fe2659f602e7,1.0,1.0,1.0,1.0,0.0,0.0,1,133
B,case_76d8043347ab2ea0,1.0,1.0,1.0,1.0,0.0,0.0,3,572
B,case_de62dbe29302785d,1.0,1.0,1.0,1.0,0.0,0.0,1,120
B,case_5d2f45e2c8386368,1.0,1.0,1.0,1.0,0.0,0.0,1,405
B,case_4618a0acfbc693df,1.0,1.0,1.0,1.0,0.0,0.0,1,278
B,case_06379040d06a78cd,1.0,1.0,1.0,1.0,0.0,0.0,1,519
B,case_31957d39001d77e1,1.0,1.0,1.0,1.0,0.0,0.0,1,714
B,case_1ac405dbddb8c3e2,1.0,1.0,1.0,1.0,0.0,0.0,1,112
B,case_af946cb07053725a,1.0,1.0,1.0,1.0,0.0,0.0,1,117
B,case_20962c5ccaf67afc,1.0,1.0,1.0,1.0,0.0,0.0,1,193
B,case_64de72bb2412b498,1.0,1.0,1.0,1.0,0.0,0.0,1,78
B,case_7efa5c7c71eebf20,1.0,1.0,1.0,1.0,0.0,0.0,1,238
B,case_a243a0254a192ede,1.0,1.0,1.0,1.0,0.0,0.0,1,77
B,case_bb9ded84a1205dd1,1.0,1.0,1.0,1.0,0.0,0.0,1,210
B,case_ddc902f0c5c4bc07,1.0,1.0,1.0,1.0,0.0,0.0,1,167
B,case_430c1c27d438a09e,1.0,1.0,1.0,1.0,0.0,0.0,1,114
B,case_d8bdfd25b84e3dd5,1.0,1.0,1.0,1.0,0.0,0.0,2,509
B,case_0418820979d6e6a2,1.0,1.0,1.0,1.0,0.0,0.0,1,578
B,case_ed629033f6b661a2,1.0,1.0,1.0,1.0,0.0,0.0,1,346
B,case_f4926dfa3079e497,1.0,1.0,1.0,1.0,0.0,0.0,1,340
B,case_c2350e0e0ae39b9b,1.0,1.0,1.0,1.0,0.0,0.0,1,181
B,case_b0cf78580ca1772a,1.0,1.0,1.0,1.0,0.0,0.0,1,201
B,case_e9210b2d5cb3a5f9,1.0,1.0,1.0,1.0,0.0,0.0,1,330
B,case_be0bcf74e8d0e827,1.0,1.0,1.0,1.0,0.0,0.0,1,139
B,case_687cf888c7dd14b0,1.0,1.0,1.0,1.0,0.0,0.0,1,393
B,case_2755f5996bdf83b4,1.0,1.0,1.0,1.0,0.0,0.0,1,242
B,case_32d261953a122edd,1.0,1.0,1.0,1.0,0.0,0.0,1,358
B,case_aea617d0c2b996bc,1.0,1.0,1.0,1.0,0.0,0.0,1,156
B,case_c1b5743d8a25b663,1.0,1.0,1.0,1.0,0.0,0.0,2,185
B,case_f49b16eb797466be,1.0,1.0,1.0,1.0,0.0,0.0,1,136
B,case_84977ee4e227a9e7,1.0,1.0,1.0,1.0,0.0,0.0,1,252
B,case_e795b11f9162df3b,1.0,1.0,1.0,1.0,0.0,0.0,1,329
B,case_75f51fa3e453babb,1.0,1.0,1.0,1.0,0.0,0.0,1,163
B,case_54cb6bd11e7d0b52,1.0,1.0,1.0,1.0,0.0,0.0,1,247
B,case_2d9dcf8d1ab67228,1.0,1.0,1.0,1.0,0.0,0.0,1,76
B,case_3dcfb5a23e8cb63e,1.0,1.0,1.0,1.0,0.0,0.0,1,155
B,case_73da6067dfa1e7d4,1.0,1.0,1.0,1.0,0.0,0.0,1,773
B,case_c39d4ce6d8aa6426,1.0,1.0,1.0,1.0,0.0,0.0,1,599
B,case_2460c37b4412ab32,1.0,1.0,1.0,1.0,0.0,0.0,1,361
B,case_296cccaa7271f207,1.0,1.0,1.0,1.0,0.0,0.0,1,228
B,case_a06548d739668151,1.0,1.0,1.0,1.0,0.0,0.0,1,311
B,case_8890f564093a0be0,1.0,1.0,1.0,1.0,0.0,0.0,1,260
B,case_31b73be0cbf9ea67,1.0,1.0,1.0,1.0,0.0,0.0,1,416
B,case_95d20b182bc102f7,1.0,1.0,1.0,1.0,0.0,0.0,1,403
B,case_55598ac085935784,1.0,1.0,1.0,1.0,0.0,0.0,1,411
B,case_1181e6906e67af04,1.0,1.0,1.0,1.0,0.0,0.0,1,305
B,case_194c626f71583f5d,1.0,1.0,1.0,1.0,0.0,0.0,1,250
B,case_183e634bb9b7880f,1.0,1.0,1.0,1.0,0.0,0.0,1,96
B,case_9d3b3ca617fa3e80,1.0,1.0,1.0,1.0,0.0,0.0,1,365
B,case_dc3bdcbb574d487e,1.0,1.0,1.0,1.0,0.0,0.0,1,74
B,case_5dfa78d4f87aa157,1.0,1.0,1.0,1.0,0.0,0.0,1,424
B,case_7fd123d320027467,1.0,1.0,1.0,1.0,0.0,0.0,1,357
C,case_9d13fb8e70c896be,1.0,1.0,0.0,0.0,0.0,0.0,0,1081
C,case_06b9302eb2351e38,1.0,1.0,0.0,0.0,0.0,0.0,0,388
C,case_012586be59a1b883,1.0,1.0,0.0,0.0,0.0,0.0,0,1121
C,case_ed3ce65690f738a1,1.0,1.0,0.0,0.0,0.0,0.0,0,812
C,case_991f51d1dcd352b9,1.0,1.0,0.0,0.0,0.0,0.0,0,1452
C,case_7edc4a142af5efae,1.0,1.0,0.0,0.0,0.0,0.0,0,169
C,case_7b0371402c775a63,1.0,1.0,0.0,0.0,0.0,0.0,0,143
C,case_e98c89df017f5306,1.0,1.0,0.0,0.0,0.0,0.0,0,82
C,case_ac0c4b0b9ac49721,1.0,1.0,0.0,0.0,0.0,0.0,0,94
C,case_2448fbdbbebe85d5,1.0,1.0,0.0,0.0,0.0,0.0,0,784
C,case_85aee8f3b517cabe,1.0,1.0,0.0,0.0,0.0,0.0,0,223
C,case_81e5830f06cc1d6e,1.0,1.0,0.0,0.0,0.0,0.0,0,147
C,case_b530c93524c1176f,1.0,1.0,0.0,0.0,0.0,0.0,0,105
C,case_a3d7e2f30312b2fa,1.0,1.0,0.0,0.0,0.0,0.0,0,225
C,case_bbacdb216ee837a1,1.0,1.0,0.0,0.0,0.0,0.0,0,43
C,case_d03ccd0117c7eb20,1.0,1.0,0.0,0.0,0.0,0.0,0,80
C,case_b16c532741bed369,1.0,1.0,0.0,0.0,0.0,0.0,0,88
C,case_7ab6963ec3e12fcf,1.0,1.0,0.0,0.0,0.0,0.0,0,439
C,case_e58f9ad5226affba,1.0,1.0,0.0,0.0,0.0,0.0,0,400
C,case_8dbcf54644d5606e,1.0,1.0,0.0,0.0,0.0,0.0,0,607
C,case_0236fd7d74a854c4,1.0,1.0,0.0,0.0,0.0,0.0,0,568
C,case_d8b1801c4b09c47c,1.0,1.0,0.0,0.0,0.0,0.0,0,444
C,case_1a508591dfc3e5ce,1.0,1.0,0.0,0.0,0.0,0.0,0,353
C,case_fa380df1a10c9d0c,1.0,1.0,0.0,0.0,0.0,0.0,0,157
C,case_7d0569ce781ffdb2,1.0,1.0,0.0,0.0,0.0,0.0,0,90
C,case_19fc00e1d60a4a7c,1.0,1.0,0.0,0.0,0.0,0.0,0,83
C,case_7d0569ce781ffdb2,1.0,1.0,0.0,0.0,0.0,0.0,0,90
C,case_88e0eec66d1f8f43,1.0,1.0,0.0,0.0,0.0,0.0,0,343
C,case_a34eef9f9a5b6bc1,1.0,1.0,0.0,0.0,0.0,0.0,0,186
C,case_1ab8aad23005a3ae,1.0,1.0,0.0,0.0,0.0,0.0,0,168
C,case_85f98fa5fe3c2e7c,1.0,1.0,0.0,0.0,0.0,0.0,0,203
C,case_ced5301afeae832f,1.0,1.0,0.0,0.0,0.0,0.0,0,494
C,case_0405478868452c6a,1.0,1.0,0.0,0.0,0.0,0.0,0,131
C,case_097681844b927b09,1.0,1.0,0.0,0.0,0.0,0.0,0,73
C,case_c60c42cabe697afb,1.0,1.0,0.0,0.0,0.0,0.0,0,110
C,case_af6c64ee0aa80704,1.0,1.0,0.0,0.0,0.0,0.0,0,177
C,case_090f0641fff83517,1.0,1.0,0.0,0.0,0.0,0.0,0,929
C,case_e5e24bc885201d59,1.0,1.0,0.0,0.0,0.0,0.0,0,118
C,case_62c0eeb1460d5214,1.0,1.0,0.0,0.0,0.0,0.0,0,79
C,case_f1c51b2bb06c2706,1.0,1.0,0.0,0.0,0.0,0.0,0,92
C,case_62c0eeb1460d5214,1.0,1.0,0.0,0.0,0.0,0.0,0,79
C,case_c0e5bc47620aa5c2,1.0,1.0,0.0,0.0,0.0,0.0,0,134
C,case_307faec99f4f903d,1.0,1.0,0.0,0.0,0.0,0.0,0,218
C,case_51de5c3e91cc09b1,1.0,1.0,0.0,0.0,0.0,0.0,0,188
C,case_9500fa67cf07c793,1.0,1.0,0.0,0.0,0.0,0.0,0,348
C,case_47aa9f6d6552ab96,1.0,1.0,0.0,0.0,0.0,0.0,0,121
C,case_4e37e0abdf5f6817,1.0,1.0,0.0,0.0,0.0,0.0,0,116
C,case_a5588f29c80da29f,1.0,1.0,0.0,0.0,0.0,0.0,0,115
C,case_91563ddc6b9a6958,1.0,1.0,0.0,0.0,0.0,0.0,0,360
C,case_5403cceb44f01a4a,1.0,1.0,0.0,0.0,0.0,0.0,0,140
C,case_1ea9e3dda8c1d6ff,1.0,1.0,0.0,0.0,0.0,0.0,0,306
C,case_293cc3bc39490da3,1.0,1.0,0.0,0.0,0.0,0.0,0,146
C,case_b8619a1e5914221f,1.0,1.0,0.0,0.0,0.0,0.0,0,135
C,case_227b3bdcbad23401,1.0,1.0,0.0,0.0,0.0,0.0,0,167
C,case_f7257d4065e12ac3,1.0,1.0,0.0,0.0,0.0,0.0,0,144
C,case_4267209daa9d7db4,1.0,1.0,0.0,0.0,0.0,0.0,0,182
C,case_6590c9099b7f4738,1.0,1.0,0.0,0.0,0.0,0.0,0,226
C,case_8115e8f735a7d64f,1.0,1.0,0.0,0.0,0.0,0.0,0,87
C,case_f1c51b2bb06c2706,1.0,1.0,0.0,0.0,0.0,0.0,0,92
C,case_49a98863d2b5f164,1.0,1.0,0.0,0.0,0.0,0.0,0,128
C,case_ce211879c6047568,1.0,1.0,0.0,0.0,0.0,0.0,0,495
C,case_c60c42cabe697afb,1.0,1.0,0.0,0.0,0.0,0.0,0,110
C,case_59c578962462b040,1.0,1.0,0.0,0.0,0.0,0.0,0,374
C,case_3e97bbcececec131,1.0,1.0,0.0,0.0,0.0,0.0,0,67
C,case_3a01e231267a1b26,1.0,1.0,0.0,0.0,0.0,0.0,0,122
C,case_ed6862cacbbf12a0,1.0,1.0,0.0,0.0,0.0,0.0,0,126
C,case_df644d6fdca78452,1.0,1.0,0.0,0.0,0.0,0.0,0,163
C,case_a537477dd5e89f8d,1.0,1.0,0.0,0.0,0.0,0.0,0,262
C,case_91a2dee93cb264cc,1.0,1.0,0.0,0.0,0.0,0.0,0,641
C,case_a814a43cb907569c,1.0,1.0,0.0,0.0,0.0,0.0,0,425
C,case_b8619a1e5914221f,1.0,1.0,0.0,0.0,0.0,0.0,0,135
C,case_b47bdb004a2c6a9e,1.0,1.0,0.0,0.0,0.0,0.0,0,173
C,case_3c3071e3a52f210b,1.0,1.0,0.0,0.0,0.0,0.0,0,184
C,case_fd2e9737facd7dda,1.0,1.0,0.0,0.0,0.0,0.0,0,644
C,case_898a26b139f64b3a,1.0,1.0,0.0,0.0,0.0,0.0,0,244
C,case_cb2e29c49340298e,1.0,1.0,0.0,0.0,0.0,0.0,0,747
C,case_78b1dd79358747c6,1.0,1.0,0.0,0.0,0.0,0.0,0,160
C,case_ade11c874d723d68,1.0,1.0,0.0,0.0,0.0,0.0,0,145
C,case_3a01e231267a1b26,1.0,1.0,0.0,0.0,0.0,0.0,0,122
C,case_500da4f44ecafd27,1.0,1.0,0.0,0.0,0.0,0.0,0,123
C,case_1cd64cbca7181c89,1.0,1.0,0.0,0.0,0.0,0.0,0,536
C,case_2b0aaae19c924804,1.0,1.0,0.0,0.0,0.0,0.0,0,112
C,case_2b0aaae19c924804,1.0,1.0,0.0,0.0,0.0,0.0,0,112
C,case_44275ec7042b6507,1.0,1.0,0.0,0.0,0.0,0.0,0,148
C,case_f74bd70b133cdd5b,1.0,1.0,0.0,0.0,0.0,0.0,0,165
C,case_e5e24bc885201d59,1.0,1.0,0.0,0.0,0.0,0.0,0,118
C,case_3db60793aee8b3fa,1.0,1.0,0.0,0.0,0.0,0.0,0,119
C,case_3db60793aee8b3fa,1.0,1.0,0.0,0.0,0.0,0.0,0,119
C,case_0adaf9eea728a962,1.0,1.0,0.0,0.0,0.0,0.0,0,133
C,case_f1d786dbd01dc73f,1.0,1.0,0.0,0.0,0.0,0.0,0,325
C,case_79c3dafc608a46a6,1.0,1.0,0.0,0.0,0.0,0.0,0,328
C,case_4ffcef73d7bcc89a,1.0,1.0,0.0,0.0,0.0,0.0,0,130
C,case_2731ecc65865def6,1.0,1.0,0.0,0.0,0.0,0.0,0,125
C,case_4796d228416feee9,1.0,1.0,0.0,0.0,0.0,0.0,0,487
C,case_37fa89fa464df84d,1.0,1.0,0.0,0.0,0.0,0.0,0,100
C,case_e155dab0b7b7a5b3,1.0,1.0,0.0,0.0,0.0,0.0,0,74
C,case_e155dab0b7b7a5b3,1.0,1.0,0.0,0.0,0.0,0.0,0,74
C,case_00a3a81b82608f1b,1.0,1.0,0.0,0.0,0.0,0.0,0,76
C,case_cc2147349c87407a,1.0,1.0,0.0,0.0,0.0,0.0,0,681
C,case_09c2b73784a3f811,1.0,1.0,0.0,0.0,0.0,0.0,0,525
C,case_8af956cc3cd1e514,1.0,1.0,0.0,0.0,0.0,0.0,0,241
C,case_901ef9925522430e,1.0,1.0,0.0,0.0,0.0,0.0,0,314
C,case_9598970b4e2e2b60,1.0,1.0,0.0,0.0,0.0,0.0,0,659
C,case_d9bdf562972dd221,1.0,1.0,0.0,0.0,0.0,0.0,0,283
C,case_a48e2162d6c5be13,1.0,1.0,0.0,0.0,0.0,0.0,0,253
C,case_8af956cc3cd1e514,1.0,1.0,0.0,0.0,0.0,0.0,0,241
C,case_85f98fa5fe3c2e7c,1.0,1.0,0.0,0.0,0.0,0.0,0,203
C,case_e98c89df017f5306,1.0,1.0,0.0,0.0,0.0,0.0,0,82
C,case_37fa89fa464df84d,1.0,1.0,0.0,0.0,0.0,0.0,0,100
C,case_c70c8f2d7d8eca4e,1.0,1.0,0.0,0.0,0.0,0.0,0,69
C,case_472b9aedef5bbb9a,1.0,1.0,0.0,0.0,0.0,0.0,0,193
C,case_f1c51b2bb06c2706,1.0,1.0,0.0,0.0,0.0,0.0,0,92
C,case_142d1814ebc5fab7,1.0,1.0,0.0,0.0,0.0,0.0,0,85
C,case_142d1814ebc5fab7,1.0,1.0,0.0,0.0,0.0,0.0,0,85
C,case_b0d3f8f2f5c96f92,1.0,1.0,0.0,0.0,0.0,0.0,0,690
C,case_03ffd8dd2cfda47e,1.0,1.0,0.0,0.0,0.0,0.0,0,216
C,case_46e49833f178c451,1.0,1.0,0.0,0.0,0.0,0.0,0,351
C,case_d9bdf562972dd221,1.0,1.0,0.0,0.0,0.0,0.0,0,283
C,case_8a712798e68dc1e3,1.0,1.0,0.0,0.0,0.0,0.0,0,356
C,case_390e75448c6e9abf,1.0,1.0,0.0,0.0,0.0,0.0,0,323
C,case_81e5830f06cc1d6e,1.0,1.0,0.0,0.0,0.0,0.0,0,147
C,case_19fc00e1d60a4a7c,1.0,1.0,0.0,0.0,0.0,0.0,0,83
C,case_7b0371402c775a63,1.0,1.0,0.0,0.0,0.0,0.0,0,143
C,case_40829ae415818df9,1.0,1.0,0.0,0.0,0.0,0.0,0,474
C,case_7846b832167a5808,1.0,1.0,0.0,0.0,0.0,0.0,0,332
C,case_481375bccbec35a5,1.0,1.0,0.0,0.0,0.0,0.0,0,475
C,case_04169c389135f878,1.0,1.0,0.0,0.0,0.0,0.0,0,404
C,case_0e56c85b9435a71f,1.0,1.0,0.0,0.0,0.0,0.0,0,368
C,case_8fbdf3366279e36a,1.0,1.0,0.0,0.0,0.0,0.0,0,338
C,case_f5dac88a73a25c1d,1.0,1.0,0.0,0.0,0.0,0.0,0,1069
C,case_47aa9f6d6552ab96,1.0,1.0,0.0,0.0,0.0,0.0,0,121
C,case_40c921e6818e4076,1.0,1.0,0.0,0.0,0.0,0.0,0,181
C,case_28cca8baf2b749ca,1.0,1.0,0.0,0.0,0.0,0.0,0,166
C,case_be158c84f2e18401,1.0,1.0,0.0,0.0,0.0,0.0,0,291
C,case_12c5826b565a2329,1.0,1.0,0.0,0.0,0.0,0.0,0,365
C,case_4607830376075877,1.0,1.0,0.0,0.0,0.0,0.0,0,70
C,case_46a2f6d409a55e87,1.0,1.0,0.0,0.0,0.0,0.0,0,106
C,case_b530c93524c1176f,1.0,1.0,0.0,0.0,0.0,0.0,0,105
C,case_f7257d4065e12ac3,1.0,1.0,0.0,0.0,0.0,0.0,0,144
C,case_2b0aaae19c924804,1.0,1.0,0.0,0.0,0.0,0.0,0,112
C,case_2b0aaae19c924804,1.0,1.0,0.0,0.0,0.0,0.0,0,112
C,case_c936d1c3f4f53ac7,1.0,1.0,0.0,0.0,0.0,0.0,0,108
C,case_e02e8d7495b80742,1.0,1.0,0.0,0.0,0.0,0.0,0,318
C,case_a34eef9f9a5b6bc1,1.0,1.0,0.0,0.0,0.0,0.0,0,186
C,case_bd48b4a61f65ccbc,1.0,1.0,0.0,0.0,0.0,0.0,0,395
C,case_467a22929032feee,1.0,1.0,0.0,0.0,0.0,0.0,0,493
C,case_79f9c183e451a14a,1.0,1.0,0.0,0.0,0.0,0.0,0,158
C,case_a6fad46a3f5c1507,1.0,1.0,0.0,0.0,0.0,0.0,0,81
C,case_2731ecc65865def6,1.0,1.0,0.0,0.0,0.0,0.0,0,125
C,case_a930f3e5e87bbc0d,1.0,1.0,0.0,0.0,0.0,0.0,0,480
C,case_ebccadb6b4064855,1.0,1.0,0.0,0.0,0.0,0.0,0,250
C,case_190e7f24bc0e7c41,1.0,1.0,0.0,0.0,0.0,0.0,0,251
C,case_609fac1419eb5615,1.0,1.0,0.0,0.0,0.0,0.0,0,240
C,case_70fb2a064fd58d83,1.0,1.0,0.0,0.0,0.0,0.0,0,155
C,case_d80fda9026df871c,1.0,1.0,0.0,0.0,0.0,0.0,0,530
C,case_2eb0990966f9821f,1.0,1.0,0.0,0.0,0.0,0.0,0,488
C,case_8eba113fb7afa771,1.0,1.0,0.0,0.0,0.0,0.0,0,396
C,case_71870f3a2a5820df,1.0,1.0,0.0,0.0,0.0,0.0,0,172
C,case_fa380df1a10c9d0c,1.0,1.0,0.0,0.0,0.0,0.0,0,157
C,case_2731ecc65865def6,1.0,1.0,0.0,0.0,0.0,0.0,0,125
C,case_671c73bff0c695f5,1.0,1.0,0.0,0.0,0.0,0.0,0,438
C,case_3bd7d712e603491b,1.0,1.0,0.0,0.0,0.0,0.0,0,196
C,case_0d3a835e6853a70a,1.0,1.0,0.0,0.0,0.0,0.0,0,302
C,case_293cc3bc39490da3,1.0,1.0,0.0,0.0,0.0,0.0,0,146
C,case_048ef34d60f89a59,1.0,1.0,0.0,0.0,0.0,0.0,0,120
C,case_e5422a173dd00e23,1.0,1.0,0.0,0.0,0.0,0.0,0,72
C,case_46a2f6d409a55e87,1.0,1.0,0.0,0.0,0.0,0.0,0,106
C,case_c936d1c3f4f53ac7,1.0,1.0,0.0,0.0,0.0,0.0,0,108
C,case_c379a9afc44b20c3,1.0,1.0,0.0,0.0,0.0,0.0,0,77
C,case_52e6ea390c01d94c,1.0,1.0,0.0,0.0,0.0,0.0,0,46
C,case_52e6ea390c01d94c,1.0,1.0,0.0,0.0,0.0,0.0,0,46
C,case_52e6ea390c01d94c,1.0,1.0,0.0,0.0,0.0,0.0,0,46
C,case_d8104c8afb492a76,1.0,1.0,0.0,0.0,0.0,0.0,0,129
C,case_8882c0817145e3bf,1.0,1.0,0.0,0.0,0.0,0.0,0,63
C,case_e71e4c25b5c3da79,1.0,1.0,0.0,0.0,0.0,0.0,0,64
C,case_a79023f8403f57c3,1.0,1.0,0.0,0.0,0.0,0.0,0,61
C,case_cc2147349c87407a,1.0,1.0,0.0,0.0,0.0,0.0,0,681
C,case_b1508a532c278090,1.0,1.0,0.0,0.0,0.0,0.0,0,227
C,case_e4f1466eabaa5535,1.0,1.0,0.0,0.0,0.0,0.0,0,258
C,case_73326aa966b0f753,1.0,1.0,0.0,0.0,0.0,0.0,0,288
C,case_3e71f375fb81e251,1.0,1.0,0.0,0.0,0.0,0.0,0,434
C,case_790e3131f7a9a94d,1.0,1.0,0.0,0.0,0.0,0.0,0,280
C,case_f50d9b98bbb1a948,1.0,1.0,0.0,0.0,0.0,0.0,0,195
C,case_fa380df1a10c9d0c,1.0,1.0,0.0,0.0,0.0,0.0,0,157
C,case_2c081f1334fd0ecb,1.0,1.0,0.0,0.0,0.0,0.0,0,301
C,case_0b33434c50724bd4,1.0,1.0,0.0,0.0,0.0,0.0,0,402
C,case_f5d8f7dafded30b3,1.0,1.0,0.0,0.0,0.0,0.0,0,192
C,case_c0e5bc47620aa5c2,1.0,1.0,0.0,0.0,0.0,0.0,0,134
C,case_20e885bddd707080,1.0,1.0,0.0,0.0,0.0,0.0,0,75
C,case_5572d69b03843266,1.0,1.0,0.0,0.0,0.0,0.0,0,78
C,case_71a41fb055e58e4c,1.0,1.0,0.0,0.0,0.0,0.0,0,132
C,case_20e885bddd707080,1.0,1.0,0.0,0.0,0.0,0.0,0,75
C,case_a79023f8403f57c3,1.0,1.0,0.0,0.0,0.0,0.0,0,61
C,case_0adaf9eea728a962,1.0,1.0,0.0,0.0,0.0,0.0,0,133
C,case_e84669a60955f1d5,1.0,1.0,0.0,0.0,0.0,0.0,0,103
C,case_5572d69b03843266,1.0,1.0,0.0,0.0,0.0,0.0,0,78
C,case_7d2ce6ab3cae4816,1.0,1.0,0.0,0.0,0.0,0.0,0,65
C,case_c60c42cabe697afb,1.0,1.0,0.0,0.0,0.0,0.0,0,110
C,case_46a2f6d409a55e87,1.0,1.0,0.0,0.0,0.0,0.0,0,106
C,case_51bcae3533fdc32c,1.0,1.0,0.0,0.0,0.0,0.0,0,513
C,case_60aa3eaa15137da9,1.0,1.0,0.0,0.0,0.0,0.0,0,109
C,case_d2f00c37c5d4594e,1.0,1.0,0.0,0.0,0.0,0.0,0,136
C,case_797081c025b769b4,1.0,1.0,0.0,0.0,0.0,0.0,0,113
C,case_1573670e854902f9,1.0,1.0,0.0,0.0,0.0,0.0,0,462
C,case_c379a9afc44b20c3,1.0,1.0,0.0,0.0,0.0,0.0,0,77
C,case_e98c89df017f5306,1.0,1.0,0.0,0.0,0.0,0.0,0,82
C,case_3db60793aee8b3fa,1.0,1.0,0.0,0.0,0.0,0.0,0,119
C,case_048ef34d60f89a59,1.0,1.0,0.0,0.0,0.0,0.0,0,120
C,case_2b6e7c33c1527ac5,1.0,1.0,0.0,0.0,0.0,0.0,0,104
C,case_54291980dbf842c9,1.0,1.0,0.0,0.0,0.0,0.0,0,97
C,case_438386bbb136c565,1.0,1.0,0.0,0.0,0.0,0.0,0,141
C,case_ebccadb6b4064855,1.0,1.0,0.0,0.0,0.0,0.0,0,250
C,case_6b2b0729ccad89a1,1.0,1.0,0.0,0.0,0.0,0.0,0,202
C,case_927703a169526261,1.0,1.0,0.0,0.0,0.0,0.0,0,187
C,case_7185c715bcc3c7ad,1.0,1.0,0.0,0.0,0.0,0.0,0,178
C,case_7d0569ce781ffdb2,1.0,1.0,0.0,0.0,0.0,0.0,0,90
C,case_45af3548e34fa894,1.0,1.0,0.0,0.0,0.0,0.0,0,107
C,case_797081c025b769b4,1.0,1.0,0.0,0.0,0.0,0.0,0,113
C,case_cd8987280cb0a794,1.0,1.0,0.0,0.0,0.0,0.0,0,650
C,case_8376f3c5a73dccc6,1.0,1.0,0.0,0.0,0.0,0.0,0,232
C,case_c3975828278bdb1f,1.0,1.0,0.0,0.0,0.0,0.0,0,684
C,case_8b01dfd4e2421c65,1.0,1.0,0.0,0.0,0.0,0.0,0,347
C,case_7bff7b131d8becb4,1.0,1.0,0.0,0.0,0.0,0.0,0,723
C,case_b594855151cbf7f1,1.0,1.0,0.0,0.0,0.0,0.0,0,322
C,case_12ff61d5a1fe5cf0,1.0,1.0,0.0,0.0,0.0,0.0,0,284
C,case_3ffeedc18a5cf0a4,1.0,1.0,0.0,0.0,0.0,0.0,0,316
C,case_e687fbdca17fd790,1.0,1.0,0.0,0.0,0.0,0.0,0,414
C,case_63eeeb543b3c6bfe,1.0,1.0,0.0,0.0,0.0,0.0,0,162
C,case_b51309080401c74c,1.0,1.0,0.0,0.0,0.0,0.0,0,95
C,case_b51309080401c74c,1.0,1.0,0.0,0.0,0.0,0.0,0,95
C,case_0d0ce559670c2802,1.0,1.0,0.0,0.0,0.0,0.0,0,93
C,case_79c348c793909659,1.0,1.0,0.0,0.0,0.0,0.0,0,499
